"","from","to","from_id","to_id","freq","from_lat","from_long","to_lat","to_long"
"396","7th Ave & Union St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-03","PS-05",102,47.610731,-122.332447,47.598994,-122.329684
"397","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UD-01","UW-06",102,47.666145,-122.301491,47.654613,-122.304863
"398","E Blaine St & Fairview Ave E","REI / Yale Ave N & John St","EL-03","SLU-01",102,47.634831,-122.326634,47.619859,-122.330304
"399","E Pine St & 16th Ave","2nd Ave & Spring St","CH-07","CBD-06",102,47.61533,-122.311752,47.60595,-122.335768
"400","Republican St & Westlake Ave N","Dexter Ave & Denny Way","SLU-04","SLU-18",102,47.623165,-122.338203,47.618285,-122.342205
"401","15th Ave E & E Thomas St","Occidental Park / Occidental Ave S & S Washington St","CH-05","PS-04",101,47.620712,-122.312805,47.600757,-122.332946
"402","Dexter Ave N & Aloha St","1st Ave & Marion St","SLU-02","CBD-05",101,47.627735,-122.342232,47.604058,-122.3358
"403","12th Ave & E Mercer St","E Pine St & 16th Ave","CH-15","CH-07",100,47.624142,-122.316811,47.61533,-122.311752
"404","2nd Ave & Spring St","2nd Ave & Blanchard St","CBD-06","BT-05",99,47.60595,-122.335768,47.61311,-122.344208
"405","Frye Art Museum / Terry Ave & Columbia St","2nd Ave & Spring St","FH-01","CBD-06",99,47.607281,-122.324783,47.60595,-122.335768
"406","12th Ave & NE Campus Pkwy","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UD-04","UD-01",98,47.656395,-122.31562,47.666145,-122.301491
"407","15th Ave E & E Thomas St","Seattle University / E Columbia St & 12th Ave","CH-05","FH-04",98,47.620712,-122.312805,47.609239,-122.316651
"408","15th Ave E & E Thomas St","Summit Ave & E Denny Way","CH-05","CH-01",98,47.620712,-122.312805,47.618633,-122.325249
"409","7th Ave & Union St","Key Arena / 1st Ave N & Harrison St","CBD-03","SLU-19",98,47.610731,-122.332447,47.622277,-122.35523
"410","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Republican St & Westlake Ave N","EL-01","SLU-04",98,47.627643,-122.332576,47.623165,-122.338203
"411","Key Arena / 1st Ave N & Harrison St","Lake Union Park / Valley St & Boren Ave N","SLU-19","SLU-17",98,47.622277,-122.35523,47.626041,-122.335831
"412","Terry Ave & Stewart St","REI / Yale Ave N & John St","SLU-20","SLU-01",98,47.61626,-122.333815,47.619859,-122.330304
"413","Terry Ave & Stewart St","Republican St & Westlake Ave N","SLU-20","SLU-04",98,47.61626,-122.333815,47.623165,-122.338203
"414","UW Intramural Activities Building","15th Ave NE & NE 40th St","UW-07","UW-04",98,47.653713,-122.302162,47.65559,-122.31189
"415","Westlake Ave & 6th Ave","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","SLU-15","PS-05",98,47.613628,-122.337341,47.598994,-122.329684
"416","Westlake Ave & 6th Ave","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-15","WF-04",98,47.613628,-122.337341,47.607702,-122.34165
"417","12th Ave & E Denny Way","E Harrison St & Broadway Ave E","CH-06","CH-02",97,47.618549,-122.317017,47.622063,-122.321251
"418","12th Ave & E Denny Way","Republican St & Westlake Ave N","CH-06","SLU-04",97,47.618549,-122.317017,47.623165,-122.338203
"419","6th Ave S & S King St","2nd Ave & Pine St","ID-04","CBD-13",97,47.598488,-122.326412,47.610185,-122.339641
"420","7th Ave & Union St","2nd Ave & Blanchard St","CBD-03","BT-05",97,47.610731,-122.332447,47.61311,-122.344208
"421","9th Ave N & Mercer St","3rd Ave & Broad St","DPD-01","BT-01",97,47.624298,-122.339617,47.618418,-122.350964
"422","2nd Ave & Pine St","6th Ave & Blanchard St","CBD-13","BT-04",96,47.610185,-122.339641,47.616094,-122.341102
"423","2nd Ave & Pine St","Dexter Ave N & Aloha St","CBD-13","SLU-02",96,47.610185,-122.339641,47.627735,-122.342232
"424","E Harrison St & Broadway Ave E","6th Ave S & S King St","CH-02","ID-04",96,47.622063,-122.321251,47.598488,-122.326412
"425","Key Arena / 1st Ave N & Harrison St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","SLU-19","PS-05",96,47.622277,-122.35523,47.598994,-122.329684
"426","PATH / 9th Ave & Westlake Ave","E Blaine St & Fairview Ave E","SLU-07","EL-03",96,47.61832,-122.338913,47.634831,-122.326634
"427","REI / Yale Ave N & John St","E Blaine St & Fairview Ave E","SLU-01","EL-03",96,47.619859,-122.330304,47.634831,-122.326634
"428","2nd Ave & Vine St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","BT-03","WF-04",95,47.615829,-122.348564,47.607702,-122.34165
"429","6th Ave & Blanchard St","3rd Ave & Broad St","BT-04","BT-01",95,47.616094,-122.341102,47.618418,-122.350964
"430","7th Ave & Union St","Republican St & Westlake Ave N","CBD-03","SLU-04",95,47.610731,-122.332447,47.623165,-122.338203
"431","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UD-01","UW-10",95,47.666145,-122.301491,47.650725,-122.311188
"432","Lake Union Park / Valley St & Boren Ave N","PATH / 9th Ave & Westlake Ave","SLU-17","SLU-07",95,47.626041,-122.335831,47.61832,-122.338913
"433","Terry Ave & Stewart St","Dexter Ave N & Aloha St","SLU-20","SLU-02",95,47.61626,-122.333815,47.627735,-122.342232
"434","Bellevue Ave & E Pine St","Westlake Ave & 6th Ave","CH-12","SLU-15",94,47.615456,-122.326729,47.613628,-122.337341
"435","Cal Anderson Park / 11th Ave & Pine St","9th Ave N & Mercer St","CH-08","DPD-01",94,47.615486,-122.318245,47.624298,-122.339617
"436","Children's Hospital / Sandpoint Way NE & 40th Ave NE","UW Intramural Activities Building","DPD-03","UW-07",94,47.663509,-122.284119,47.653713,-122.302162
"437","Occidental Park / Occidental Ave S & S Washington St","2nd Ave & Blanchard St","PS-04","BT-05",94,47.600757,-122.332946,47.61311,-122.344208
"438","2nd Ave & Spring St","2nd Ave & Vine St","CBD-06","BT-03",93,47.60595,-122.335768,47.615829,-122.348564
"439","E Harrison St & Broadway Ave E","Eastlake Ave E & E Allison St","CH-02","EL-05",93,47.622063,-122.321251,47.64909,-122.322983
"440","REI / Yale Ave N & John St","Lake Union Park / Valley St & Boren Ave N","SLU-01","SLU-17",93,47.619859,-122.330304,47.626041,-122.335831
"441","2nd Ave & Pine St","Dexter Ave & Denny Way","CBD-13","SLU-18",92,47.610185,-122.339641,47.618285,-122.342205
"442","NE 47th St & 12th Ave NE","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UD-07","UW-10",92,47.663143,-122.315086,47.650725,-122.311188
"443","REI / Yale Ave N & John St","2nd Ave & Spring St","SLU-01","CBD-06",92,47.619859,-122.330304,47.60595,-122.335768
"444","Summit Ave & E Denny Way","E Harrison St & Broadway Ave E","CH-01","CH-02",92,47.618633,-122.325249,47.622063,-122.321251
"445","2nd Ave & Blanchard St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","BT-05","PS-05",91,47.61311,-122.344208,47.598994,-122.329684
"446","E Pine St & 16th Ave","2nd Ave & Vine St","CH-07","BT-03",91,47.61533,-122.311752,47.615829,-122.348564
"447","Seattle University / E Columbia St & 12th Ave","E Harrison St & Broadway Ave E","FH-04","CH-02",91,47.609239,-122.316651,47.622063,-122.321251
"448","12th Ave & NE Campus Pkwy","E Blaine St & Fairview Ave E","UD-04","EL-03",90,47.656395,-122.31562,47.634831,-122.326634
"449","12th Ave & NE Campus Pkwy","UW Intramural Activities Building","UD-04","UW-07",90,47.656395,-122.31562,47.653713,-122.302162
"450","2nd Ave & Blanchard St","REI / Yale Ave N & John St","BT-05","SLU-01",90,47.61311,-122.344208,47.619859,-122.330304
"451","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","2nd Ave & Spring St","PS-05","CBD-06",90,47.598994,-122.329684,47.60595,-122.335768
"452","Lake Union Park / Valley St & Boren Ave N","2nd Ave & Pine St","SLU-17","CBD-13",90,47.626041,-122.335831,47.610185,-122.339641
"453","Occidental Park / Occidental Ave S & S Washington St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","PS-04","PS-05",90,47.600757,-122.332946,47.598994,-122.329684
"454","UW McCarty Hall / Whitman Ct","15th Ave NE & NE 40th St","UW-01","UW-04",90,47.660268,-122.304826,47.65559,-122.31189
"455","12th Ave & E Denny Way","2nd Ave & Pine St","CH-06","CBD-13",89,47.618549,-122.317017,47.610185,-122.339641
"456","9th Ave N & Mercer St","Dexter Ave & Denny Way","DPD-01","SLU-18",89,47.624298,-122.339617,47.618285,-122.342205
"457","City Hall / 4th Ave & James St","REI / Yale Ave N & John St","CBD-07","SLU-01",89,47.603509,-122.330409,47.619859,-122.330304
"458","E Harrison St & Broadway Ave E","Seattle University / E Columbia St & 12th Ave","CH-02","FH-04",89,47.622063,-122.321251,47.609239,-122.316651
"459","NE 47th St & 12th Ave NE","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UD-07","UW-06",89,47.663143,-122.315086,47.654613,-122.304863
"460","Pier 69 / Alaskan Way & Clay St","2nd Ave & Blanchard St","WF-01","BT-05",89,47.614315,-122.354093,47.61311,-122.344208
"461","Republican St & Westlake Ave N","Pine St & 9th Ave","SLU-04","SLU-16",89,47.623165,-122.338203,47.613715,-122.331777
"462","UW Intramural Activities Building","12th Ave & NE Campus Pkwy","UW-07","UD-04",89,47.653713,-122.302162,47.656395,-122.31562
"463","Dexter Ave & Denny Way","7th Ave & Union St","SLU-18","CBD-03",88,47.618285,-122.342205,47.610731,-122.332447
"464","Dexter Ave & Denny Way","Lake Union Park / Valley St & Boren Ave N","SLU-18","SLU-17",88,47.618285,-122.342205,47.626041,-122.335831
"465","Seattle University / E Columbia St & 12th Ave","12th Ave & E Mercer St","FH-04","CH-15",88,47.609239,-122.316651,47.624142,-122.316811
"466","E Pine St & 16th Ave","City Hall / 4th Ave & James St","CH-07","CBD-07",87,47.61533,-122.311752,47.603509,-122.330409
"467","Eastlake Ave E & E Allison St","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","EL-05","UW-10",87,47.64909,-122.322983,47.650725,-122.311188
"468","Frye Art Museum / Terry Ave & Columbia St","Westlake Ave & 6th Ave","FH-01","SLU-15",87,47.607281,-122.324783,47.613628,-122.337341
"469","Pine St & 9th Ave","2nd Ave & Spring St","SLU-16","CBD-06",87,47.613715,-122.331777,47.60595,-122.335768
"470","Pine St & 9th Ave","Harvard Ave & E Pine St","SLU-16","CH-09",87,47.613715,-122.331777,47.615517,-122.322083
"471","REI / Yale Ave N & John St","1st Ave & Marion St","SLU-01","CBD-05",87,47.619859,-122.330304,47.604058,-122.3358
"472","Republican St & Westlake Ave N","2nd Ave & Blanchard St","SLU-04","BT-05",87,47.623165,-122.338203,47.61311,-122.344208
"473","1st Ave & Marion St","6th Ave S & S King St","CBD-05","ID-04",86,47.604058,-122.3358,47.598488,-122.326412
"474","2nd Ave & Spring St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CBD-06","WF-04",86,47.60595,-122.335768,47.607702,-122.34165
"475","6th Ave S & S King St","1st Ave & Marion St","ID-04","CBD-05",86,47.598488,-122.326412,47.604058,-122.3358
"476","9th Ave N & Mercer St","Lake Union Park / Valley St & Boren Ave N","DPD-01","SLU-17",86,47.624298,-122.339617,47.626041,-122.335831
"477","Burke Museum / E Stevens Way NE & Memorial Way NE","UW Intramural Activities Building","UW-02","UW-07",86,47.659756,-122.310402,47.653713,-122.302162
"478","E Harrison St & Broadway Ave E","12th Ave & E Yesler Way","CH-02","CD-01",86,47.622063,-122.321251,47.602103,-122.316923
"479","Harvard Ave & E Pine St","REI / Yale Ave N & John St","CH-09","SLU-01",86,47.615517,-122.322083,47.619859,-122.330304
"480","Lake Union Park / Valley St & Boren Ave N","Key Arena / 1st Ave N & Harrison St","SLU-17","SLU-19",86,47.626041,-122.335831,47.622277,-122.35523
"481","PATH / 9th Ave & Westlake Ave","Lake Union Park / Valley St & Boren Ave N","SLU-07","SLU-17",86,47.61832,-122.338913,47.626041,-122.335831
"482","REI / Yale Ave N & John St","City Hall / 4th Ave & James St","SLU-01","CBD-07",86,47.619859,-122.330304,47.603509,-122.330409
"483","Summit Ave & E Denny Way","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","CH-01","EL-01",86,47.618633,-122.325249,47.627643,-122.332576
"484","12th Ave & E Mercer St","12th Ave & E Denny Way","CH-15","CH-06",85,47.624142,-122.316811,47.618549,-122.317017
"485","6th Ave S & S King St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","ID-04","WF-04",85,47.598488,-122.326412,47.607702,-122.34165
"486","Cal Anderson Park / 11th Ave & Pine St","Westlake Ave & 6th Ave","CH-08","SLU-15",85,47.615486,-122.318245,47.613628,-122.337341
"487","City Hall / 4th Ave & James St","2nd Ave & Spring St","CBD-07","CBD-06",85,47.603509,-122.330409,47.60595,-122.335768
"488","Harvard Ave & E Pine St","Occidental Park / Occidental Ave S & S Washington St","CH-09","PS-04",85,47.615517,-122.322083,47.600757,-122.332946
"489","Cal Anderson Park / 11th Ave & Pine St","Occidental Park / Occidental Ave S & S Washington St","CH-08","PS-04",84,47.615486,-122.318245,47.600757,-122.332946
"490","Dexter Ave N & Aloha St","2nd Ave & Pine St","SLU-02","CBD-13",84,47.627735,-122.342232,47.610185,-122.339641
"491","Republican St & Westlake Ave N","REI / Yale Ave N & John St","SLU-04","SLU-01",84,47.623165,-122.338203,47.619859,-122.330304
"492","12th Ave & E Mercer St","1st Ave & Marion St","CH-15","CBD-05",83,47.624142,-122.316811,47.604058,-122.3358
"493","2nd Ave & Pine St","Bellevue Ave & E Pine St","CBD-13","CH-12",83,47.610185,-122.339641,47.615456,-122.326729
"494","Harvard Ave & E Pine St","Summit Ave & E Denny Way","CH-09","CH-01",83,47.615517,-122.322083,47.618633,-122.325249
"495","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","City Hall / 4th Ave & James St","PS-05","CBD-07",83,47.598994,-122.329684,47.603509,-122.330409
"496","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Westlake Ave & 6th Ave","PS-05","SLU-15",83,47.598994,-122.329684,47.613628,-122.337341
"497","Occidental Park / Occidental Ave S & S Washington St","Key Arena / 1st Ave N & Harrison St","PS-04","SLU-19",83,47.600757,-122.332946,47.622277,-122.35523
"498","15th Ave NE & NE 40th St","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UW-04","UW-06",82,47.65559,-122.31189,47.654613,-122.304863
"499","2nd Ave & Blanchard St","Dexter Ave N & Aloha St","BT-05","SLU-02",82,47.61311,-122.344208,47.627735,-122.342232
"500","3rd Ave & Broad St","6th Ave S & S King St","BT-01","ID-04",82,47.618418,-122.350964,47.598488,-122.326412
"501","12th Ave & NE Campus Pkwy","Lake Union Park / Valley St & Boren Ave N","UD-04","SLU-17",81,47.656395,-122.31562,47.626041,-122.335831
"502","6th Ave & Blanchard St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","BT-04","PS-05",81,47.616094,-122.341102,47.598994,-122.329684
"503","E Blaine St & Fairview Ave E","Westlake Ave & 6th Ave","EL-03","SLU-15",81,47.634831,-122.326634,47.613628,-122.337341
"504","E Pine St & 16th Ave","Bellevue Ave & E Pine St","CH-07","CH-12",81,47.61533,-122.311752,47.615456,-122.326729
"505","Harvard Ave & E Pine St","15th Ave E & E Thomas St","CH-09","CH-05",81,47.615517,-122.322083,47.620712,-122.312805
"506","Pier 69 / Alaskan Way & Clay St","7th Ave & Union St","WF-01","CBD-03",81,47.614315,-122.354093,47.610731,-122.332447
"507","Seattle University / E Columbia St & 12th Ave","Bellevue Ave & E Pine St","FH-04","CH-12",81,47.609239,-122.316651,47.615456,-122.326729
"508","Summit Ave & E Denny Way","Republican St & Westlake Ave N","CH-01","SLU-04",81,47.618633,-122.325249,47.623165,-122.338203
"509","Summit Ave E & E Republican St","Cal Anderson Park / 11th Ave & Pine St","CH-03","CH-08",81,47.623367,-122.325279,47.615486,-122.318245
"510","UW Engineering Library / E Stevens Way NE & Jefferson Rd","NE 42nd St & University Way NE","UW-06","UD-02",81,47.654613,-122.304863,47.658288,-122.313334
"511","2nd Ave & Pine St","7th Ave & Union St","CBD-13","CBD-03",80,47.610185,-122.339641,47.610731,-122.332447
"512","2nd Ave & Spring St","City Hall / 4th Ave & James St","CBD-06","CBD-07",80,47.60595,-122.335768,47.603509,-122.330409
"513","Cal Anderson Park / 11th Ave & Pine St","E Pine St & 16th Ave","CH-08","CH-07",80,47.615486,-122.318245,47.61533,-122.311752
"514","Lake Union Park / Valley St & Boren Ave N","Republican St & Westlake Ave N","SLU-17","SLU-04",80,47.626041,-122.335831,47.623165,-122.338203
"515","Pine St & 9th Ave","E Harrison St & Broadway Ave E","SLU-16","CH-02",80,47.613715,-122.331777,47.622063,-122.321251
"516","Pine St & 9th Ave","E Pine St & 16th Ave","SLU-16","CH-07",80,47.613715,-122.331777,47.61533,-122.311752
"517","REI / Yale Ave N & John St","Key Arena / 1st Ave N & Harrison St","SLU-01","SLU-19",80,47.619859,-122.330304,47.622277,-122.35523
"518","Summit Ave & E Denny Way","Cal Anderson Park / 11th Ave & Pine St","CH-01","CH-08",80,47.618633,-122.325249,47.615486,-122.318245
"519","Westlake Ave & 6th Ave","6th Ave & Blanchard St","SLU-15","BT-04",80,47.613628,-122.337341,47.616094,-122.341102
"520","City Hall / 4th Ave & James St","Key Arena / 1st Ave N & Harrison St","CBD-07","SLU-19",79,47.603509,-122.330409,47.622277,-122.35523
"521","E Pine St & 16th Ave","Frye Art Museum / Terry Ave & Columbia St","CH-07","FH-01",79,47.61533,-122.311752,47.607281,-122.324783
"522","REI / Yale Ave N & John St","Summit Ave E & E Republican St","SLU-01","CH-03",79,47.619859,-122.330304,47.623367,-122.325279
"523","7th Ave & Union St","1st Ave & Marion St","CBD-03","CBD-05",78,47.610731,-122.332447,47.604058,-122.3358
"524","Burke Museum / E Stevens Way NE & Memorial Way NE","NE 47th St & 12th Ave NE","UW-02","UD-07",78,47.659756,-122.310402,47.663143,-122.315086
"525","Cal Anderson Park / 11th Ave & Pine St","3rd Ave & Broad St","CH-08","BT-01",78,47.615486,-122.318245,47.618418,-122.350964
"526","Cal Anderson Park / 11th Ave & Pine St","Eastlake Ave E & E Allison St","CH-08","EL-05",78,47.615486,-122.318245,47.64909,-122.322983
"527","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","Eastlake Ave E & E Allison St","UW-10","EL-05",78,47.650725,-122.311188,47.64909,-122.322983
"528","12th Ave & E Denny Way","12th Ave & E Mercer St","CH-06","CH-15",77,47.618549,-122.317017,47.624142,-122.316811
"529","15th Ave E & E Thomas St","City Hall / 4th Ave & James St","CH-05","CBD-07",77,47.620712,-122.312805,47.603509,-122.330409
"530","2nd Ave & Vine St","Pine St & 9th Ave","BT-03","SLU-16",77,47.615829,-122.348564,47.613715,-122.331777
"531","Occidental Park / Occidental Ave S & S Washington St","7th Ave & Union St","PS-04","CBD-03",77,47.600757,-122.332946,47.610731,-122.332447
"532","15th Ave E & E Thomas St","2nd Ave & Blanchard St","CH-05","BT-05",76,47.620712,-122.312805,47.61311,-122.344208
"533","1st Ave & Marion St","7th Ave & Union St","CBD-05","CBD-03",76,47.604058,-122.3358,47.610731,-122.332447
"534","Bellevue Ave & E Pine St","Pine St & 9th Ave","CH-12","SLU-16",76,47.615456,-122.326729,47.613715,-122.331777
"535","Dexter Ave N & Aloha St","Dexter Ave & Denny Way","SLU-02","SLU-18",76,47.627735,-122.342232,47.618285,-122.342205
"536","Frye Art Museum / Terry Ave & Columbia St","6th Ave S & S King St","FH-01","ID-04",76,47.607281,-122.324783,47.598488,-122.326412
"537","REI / Yale Ave N & John St","6th Ave & Blanchard St","SLU-01","BT-04",76,47.619859,-122.330304,47.616094,-122.341102
"538","12th Ave & NE Campus Pkwy","NE 47th St & 12th Ave NE","UD-04","UD-07",75,47.656395,-122.31562,47.663143,-122.315086
"539","2nd Ave & Pine St","Harvard Ave & E Pine St","CBD-13","CH-09",75,47.610185,-122.339641,47.615517,-122.322083
"540","2nd Ave & Vine St","REI / Yale Ave N & John St","BT-03","SLU-01",75,47.615829,-122.348564,47.619859,-122.330304
"541","6th Ave S & S King St","2nd Ave & Spring St","ID-04","CBD-06",75,47.598488,-122.326412,47.60595,-122.335768
"542","E Blaine St & Fairview Ave E","PATH / 9th Ave & Westlake Ave","EL-03","SLU-07",75,47.634831,-122.326634,47.61832,-122.338913
"543","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","7th Ave & Union St","PS-05","CBD-03",75,47.598994,-122.329684,47.610731,-122.332447
"544","NE 47th St & 12th Ave NE","Eastlake Ave E & E Allison St","UD-07","EL-05",75,47.663143,-122.315086,47.64909,-122.322983
"545","PATH / 9th Ave & Westlake Ave","Cal Anderson Park / 11th Ave & Pine St","SLU-07","CH-08",75,47.61832,-122.338913,47.615486,-122.318245
"546","Bellevue Ave & E Pine St","2nd Ave & Blanchard St","CH-12","BT-05",74,47.615456,-122.326729,47.61311,-122.344208
"547","E Harrison St & Broadway Ave E","2nd Ave & Spring St","CH-02","CBD-06",74,47.622063,-122.321251,47.60595,-122.335768
"548","Pine St & 9th Ave","2nd Ave & Blanchard St","SLU-16","BT-05",74,47.613715,-122.331777,47.61311,-122.344208
"549","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","2nd Ave & Pine St","WF-04","CBD-13",74,47.607702,-122.34165,47.610185,-122.339641
"550","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UW Intramural Activities Building","UW-06","UW-07",74,47.654613,-122.304863,47.653713,-122.302162
"551","Westlake Ave & 6th Ave","Dexter Ave & Denny Way","SLU-15","SLU-18",74,47.613628,-122.337341,47.618285,-122.342205
"552","12th Ave & NE Campus Pkwy","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UD-04","UW-10",73,47.656395,-122.31562,47.650725,-122.311188
"553","15th Ave NE & NE 40th St","UW Intramural Activities Building","UW-04","UW-07",73,47.65559,-122.31189,47.653713,-122.302162
"554","2nd Ave & Pine St","Cal Anderson Park / 11th Ave & Pine St","CBD-13","CH-08",73,47.610185,-122.339641,47.615486,-122.318245
"555","7th Ave & Union St","9th Ave N & Mercer St","CBD-03","DPD-01",73,47.610731,-122.332447,47.624298,-122.339617
"556","Cal Anderson Park / 11th Ave & Pine St","E Blaine St & Fairview Ave E","CH-08","EL-03",73,47.615486,-122.318245,47.634831,-122.326634
"557","E Pine St & 16th Ave","2nd Ave & Blanchard St","CH-07","BT-05",73,47.61533,-122.311752,47.61311,-122.344208
"558","E Pine St & 16th Ave","Seattle University / E Columbia St & 12th Ave","CH-07","FH-04",73,47.61533,-122.311752,47.609239,-122.316651
"559","Harvard Ave & E Pine St","Dexter Ave & Denny Way","CH-09","SLU-18",73,47.615517,-122.322083,47.618285,-122.342205
"560","Harvard Ave & E Pine St","E Pine St & 16th Ave","CH-09","CH-07",73,47.615517,-122.322083,47.61533,-122.311752
"561","REI / Yale Ave N & John St","9th Ave N & Mercer St","SLU-01","DPD-01",73,47.619859,-122.330304,47.624298,-122.339617
"562","Terry Ave & Stewart St","2nd Ave & Pine St","SLU-20","CBD-13",73,47.61626,-122.333815,47.610185,-122.339641
"563","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW-10","UD-01",73,47.650725,-122.311188,47.666145,-122.301491
"564","Dexter Ave & Denny Way","Pine St & 9th Ave","SLU-18","SLU-16",72,47.618285,-122.342205,47.613715,-122.331777
"565","Dexter Ave & Denny Way","Westlake Ave & 6th Ave","SLU-18","SLU-15",72,47.618285,-122.342205,47.613628,-122.337341
"566","Dexter Ave N & Aloha St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-02","EL-01",72,47.627735,-122.342232,47.627643,-122.332576
"567","E Harrison St & Broadway Ave E","E Blaine St & Fairview Ave E","CH-02","EL-03",72,47.622063,-122.321251,47.634831,-122.326634
"568","E Pine St & 16th Ave","Summit Ave E & E Republican St","CH-07","CH-03",72,47.61533,-122.311752,47.623367,-122.325279
"569","Eastlake Ave E & E Allison St","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","EL-05","UD-01",72,47.64909,-122.322983,47.666145,-122.301491
"570","Summit Ave E & E Republican St","1st Ave & Marion St","CH-03","CBD-05",72,47.623367,-122.325279,47.604058,-122.3358
"571","Union St & 4th Ave","Occidental Park / Occidental Ave S & S Washington St","CBD-04","PS-04",72,47.609221,-122.335596,47.600757,-122.332946
"572","15th Ave E & E Thomas St","Westlake Ave & 6th Ave","CH-05","SLU-15",71,47.620712,-122.312805,47.613628,-122.337341
"573","15th Ave NE & NE 40th St","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UW-04","UW-10",71,47.65559,-122.31189,47.650725,-122.311188
"574","2nd Ave & Spring St","6th Ave & Blanchard St","CBD-06","BT-04",71,47.60595,-122.335768,47.616094,-122.341102
"575","2nd Ave & Spring St","Pine St & 9th Ave","CBD-06","SLU-16",71,47.60595,-122.335768,47.613715,-122.331777
"576","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","PATH / 9th Ave & Westlake Ave","EL-01","SLU-07",71,47.627643,-122.332576,47.61832,-122.338913
"577","Frye Art Museum / Terry Ave & Columbia St","2nd Ave & Pine St","FH-01","CBD-13",71,47.607281,-122.324783,47.610185,-122.339641
"578","Republican St & Westlake Ave N","2nd Ave & Spring St","SLU-04","CBD-06",71,47.623165,-122.338203,47.60595,-122.335768
"579","12th Ave & E Yesler Way","Occidental Park / Occidental Ave S & S Washington St","CD-01","PS-04",70,47.602103,-122.316923,47.600757,-122.332946
"580","6th Ave & Blanchard St","Terry Ave & Stewart St","BT-04","SLU-20",70,47.616094,-122.341102,47.61626,-122.333815
"581","6th Ave S & S King St","E Pine St & 16th Ave","ID-04","CH-07",70,47.598488,-122.326412,47.61533,-122.311752
"582","Cal Anderson Park / 11th Ave & Pine St","1st Ave & Marion St","CH-08","CBD-05",70,47.615486,-122.318245,47.604058,-122.3358
"583","E Harrison St & Broadway Ave E","12th Ave & NE Campus Pkwy","CH-02","UD-04",70,47.622063,-122.321251,47.656395,-122.31562
"584","Republican St & Westlake Ave N","Lake Union Park / Valley St & Boren Ave N","SLU-04","SLU-17",70,47.623165,-122.338203,47.626041,-122.335831
"585","2nd Ave & Blanchard St","Terry Ave & Stewart St","BT-05","SLU-20",69,47.61311,-122.344208,47.61626,-122.333815
"586","6th Ave & Blanchard St","REI / Yale Ave N & John St","BT-04","SLU-01",69,47.616094,-122.341102,47.619859,-122.330304
"587","7th Ave & Union St","Dexter Ave & Denny Way","CBD-03","SLU-18",69,47.610731,-122.332447,47.618285,-122.342205
"588","9th Ave N & Mercer St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","DPD-01","EL-01",69,47.624298,-122.339617,47.627643,-122.332576
"589","Cal Anderson Park / 11th Ave & Pine St","Frye Art Museum / Terry Ave & Columbia St","CH-08","FH-01",69,47.615486,-122.318245,47.607281,-122.324783
"590","City Hall / 4th Ave & James St","Westlake Ave & 6th Ave","CBD-07","SLU-15",69,47.603509,-122.330409,47.613628,-122.337341
"591","Dexter Ave N & Aloha St","Terry Ave & Stewart St","SLU-02","SLU-20",69,47.627735,-122.342232,47.61626,-122.333815
"592","E Harrison St & Broadway Ave E","Frye Art Museum / Terry Ave & Columbia St","CH-02","FH-01",69,47.622063,-122.321251,47.607281,-122.324783
