"","from","to","from_id","to_id","freq","from_lat","from_long","to_lat","to_long"
"790","3rd Ave & Broad St","E Blaine St & Fairview Ave E","BT-01","EL-03",48,47.618418,-122.350964,47.634831,-122.326634
"791","9th Ave N & Mercer St","2nd Ave & Pine St","DPD-01","CBD-13",48,47.624298,-122.339617,47.610185,-122.339641
"792","Dexter Ave & Denny Way","2nd Ave & Spring St","SLU-18","CBD-06",48,47.618285,-122.342205,47.60595,-122.335768
"793","Dexter Ave N & Aloha St","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","SLU-02","UW-10",48,47.627735,-122.342232,47.650725,-122.311188
"794","Eastlake Ave E & E Allison St","PATH / 9th Ave & Westlake Ave","EL-05","SLU-07",48,47.64909,-122.322983,47.61832,-122.338913
"795","Frye Art Museum / Terry Ave & Columbia St","1st Ave & Marion St","FH-01","CBD-05",48,47.607281,-122.324783,47.604058,-122.3358
"796","Frye Art Museum / Terry Ave & Columbia St","Bellevue Ave & E Pine St","FH-01","CH-12",48,47.607281,-122.324783,47.615456,-122.326729
"797","PATH / 9th Ave & Westlake Ave","Occidental Park / Occidental Ave S & S Washington St","SLU-07","PS-04",48,47.61832,-122.338913,47.600757,-122.332946
"798","6th Ave & Blanchard St","2nd Ave & Blanchard St","BT-04","BT-05",47,47.616094,-122.341102,47.61311,-122.344208
"799","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","2nd Ave & Vine St","UD-01","BT-03",47,47.666145,-122.301491,47.615829,-122.348564
"800","Children's Hospital / Sandpoint Way NE & 40th Ave NE","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","DPD-03","UW-10",47,47.663509,-122.284119,47.650725,-122.311188
"801","E Harrison St & Broadway Ave E","3rd Ave & Broad St","CH-02","BT-01",47,47.622063,-122.321251,47.618418,-122.350964
"802","E Pine St & 16th Ave","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CH-07","PS-05",47,47.61533,-122.311752,47.598994,-122.329684
"803","Frye Art Museum / Terry Ave & Columbia St","Eastlake Ave E & E Allison St","FH-01","EL-05",47,47.607281,-122.324783,47.64909,-122.322983
"804","Key Arena / 1st Ave N & Harrison St","6th Ave & Blanchard St","SLU-19","BT-04",47,47.622277,-122.35523,47.616094,-122.341102
"805","Pine St & 9th Ave","1st Ave & Marion St","SLU-16","CBD-05",47,47.613715,-122.331777,47.604058,-122.3358
"806","Union St & 4th Ave","3rd Ave & Broad St","CBD-04","BT-01",47,47.609221,-122.335596,47.618418,-122.350964
"807","15th Ave NE & NE 40th St","12th Ave & NE Campus Pkwy","UW-04","UD-04",46,47.65559,-122.31189,47.656395,-122.31562
"808","2nd Ave & Pine St","Summit Ave & E Denny Way","CBD-13","CH-01",46,47.610185,-122.339641,47.618633,-122.325249
"809","Bellevue Ave & E Pine St","Key Arena / 1st Ave N & Harrison St","CH-12","SLU-19",46,47.615456,-122.326729,47.622277,-122.35523
"810","Dexter Ave N & Aloha St","12th Ave & NE Campus Pkwy","SLU-02","UD-04",46,47.627735,-122.342232,47.656395,-122.31562
"811","E Harrison St & Broadway Ave E","12th Ave & E Mercer St","CH-02","CH-15",46,47.622063,-122.321251,47.624142,-122.316811
"812","E Harrison St & Broadway Ave E","Republican St & Westlake Ave N","CH-02","SLU-04",46,47.622063,-122.321251,47.623165,-122.338203
"813","Harvard Ave & E Pine St","2nd Ave & Blanchard St","CH-09","BT-05",46,47.615517,-122.322083,47.61311,-122.344208
"814","Harvard Ave & E Pine St","Terry Ave & Stewart St","CH-09","SLU-20",46,47.615517,-122.322083,47.61626,-122.333815
"815","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Cal Anderson Park / 11th Ave & Pine St","PS-05","CH-08",46,47.598994,-122.329684,47.615486,-122.318245
"816","NE 47th St & 12th Ave NE","UW Intramural Activities Building","UD-07","UW-07",46,47.663143,-122.315086,47.653713,-122.302162
"817","Republican St & Westlake Ave N","Pier 69 / Alaskan Way & Clay St","SLU-04","WF-01",46,47.623165,-122.338203,47.614315,-122.354093
"818","Summit Ave E & E Republican St","Dexter Ave & Denny Way","CH-03","SLU-18",46,47.623367,-122.325279,47.618285,-122.342205
"819","Terry Ave & Stewart St","PATH / 9th Ave & Westlake Ave","SLU-20","SLU-07",46,47.61626,-122.333815,47.61832,-122.338913
"820","12th Ave & E Denny Way","Harvard Ave & E Pine St","CH-06","CH-09",45,47.618549,-122.317017,47.615517,-122.322083
"821","12th Ave & E Mercer St","12th Ave & NE Campus Pkwy","CH-15","UD-04",45,47.624142,-122.316811,47.656395,-122.31562
"822","15th Ave NE & NE 40th St","NE 47th St & 12th Ave NE","UW-04","UD-07",45,47.65559,-122.31189,47.663143,-122.315086
"823","1st Ave & Marion St","2nd Ave & Spring St","CBD-05","CBD-06",45,47.604058,-122.3358,47.60595,-122.335768
"824","2nd Ave & Spring St","Republican St & Westlake Ave N","CBD-06","SLU-04",45,47.60595,-122.335768,47.623165,-122.338203
"825","2nd Ave & Vine St","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","BT-03","UD-01",45,47.615829,-122.348564,47.666145,-122.301491
"826","9th Ave N & Mercer St","7th Ave & Union St","DPD-01","CBD-03",45,47.624298,-122.339617,47.610731,-122.332447
"827","NE 47th St & 12th Ave NE","E Blaine St & Fairview Ave E","UD-07","EL-03",45,47.663143,-122.315086,47.634831,-122.326634
"828","Pine St & 9th Ave","Key Arena / 1st Ave N & Harrison St","SLU-16","SLU-19",45,47.613715,-122.331777,47.622277,-122.35523
"829","Westlake Ave & 6th Ave","6th Ave S & S King St","SLU-15","ID-04",45,47.613628,-122.337341,47.598488,-122.326412
"830","Westlake Ave & 6th Ave","Bellevue Ave & E Pine St","SLU-15","CH-12",45,47.613628,-122.337341,47.615456,-122.326729
"831","2nd Ave & Vine St","6th Ave & Blanchard St","BT-03","BT-04",44,47.615829,-122.348564,47.616094,-122.341102
"832","7th Ave & Union St","6th Ave & Blanchard St","CBD-03","BT-04",44,47.610731,-122.332447,47.616094,-122.341102
"833","Bellevue Ave & E Pine St","15th Ave E & E Thomas St","CH-12","CH-05",44,47.615456,-122.326729,47.620712,-122.312805
"834","Cal Anderson Park / 11th Ave & Pine St","12th Ave & NE Campus Pkwy","CH-08","UD-04",44,47.615486,-122.318245,47.656395,-122.31562
"835","Dexter Ave & Denny Way","2nd Ave & Blanchard St","SLU-18","BT-05",44,47.618285,-122.342205,47.61311,-122.344208
"836","E Blaine St & Fairview Ave E","3rd Ave & Broad St","EL-03","BT-01",44,47.634831,-122.326634,47.618418,-122.350964
"837","E Harrison St & Broadway Ave E","Terry Ave & Stewart St","CH-02","SLU-20",44,47.622063,-122.321251,47.61626,-122.333815
"838","Frye Art Museum / Terry Ave & Columbia St","City Hall / 4th Ave & James St","FH-01","CBD-07",44,47.607281,-122.324783,47.603509,-122.330409
"839","Pine St & 9th Ave","Pier 69 / Alaskan Way & Clay St","SLU-16","WF-01",44,47.613715,-122.331777,47.614315,-122.354093
"840","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","Westlake Ave & 6th Ave","WF-04","SLU-15",44,47.607702,-122.34165,47.613628,-122.337341
"841","Terry Ave & Stewart St","6th Ave & Blanchard St","SLU-20","BT-04",44,47.61626,-122.333815,47.616094,-122.341102
"842","Terry Ave & Stewart St","Westlake Ave & 6th Ave","SLU-20","SLU-15",44,47.61626,-122.333815,47.613628,-122.337341
"843","Westlake Ave & 6th Ave","Pine St & 9th Ave","SLU-15","SLU-16",44,47.613628,-122.337341,47.613715,-122.331777
"844","12th Ave & NE Campus Pkwy","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","UD-04","EL-01",43,47.656395,-122.31562,47.627643,-122.332576
"845","6th Ave & Blanchard St","Occidental Park / Occidental Ave S & S Washington St","BT-04","PS-04",43,47.616094,-122.341102,47.600757,-122.332946
"846","7th Ave & Union St","Lake Union Park / Valley St & Boren Ave N","CBD-03","SLU-17",43,47.610731,-122.332447,47.626041,-122.335831
"847","Bellevue Ave & E Pine St","E Pine St & 16th Ave","CH-12","CH-07",43,47.615456,-122.326729,47.61533,-122.311752
"848","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","9th Ave N & Mercer St","PS-05","DPD-01",43,47.598994,-122.329684,47.624298,-122.339617
"849","Lake Union Park / Valley St & Boren Ave N","15th Ave NE & NE 40th St","SLU-17","UW-04",43,47.626041,-122.335831,47.65559,-122.31189
"850","Lake Union Park / Valley St & Boren Ave N","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-17","WF-04",43,47.626041,-122.335831,47.607702,-122.34165
"851","PATH / 9th Ave & Westlake Ave","1st Ave & Marion St","SLU-07","CBD-05",43,47.61832,-122.338913,47.604058,-122.3358
"852","Pine St & 9th Ave","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-16","WF-04",43,47.613715,-122.331777,47.607702,-122.34165
"853","Summit Ave E & E Republican St","Union St & 4th Ave","CH-03","CBD-04",43,47.623367,-122.325279,47.609221,-122.335596
"854","12th Ave & E Denny Way","Westlake Ave & 6th Ave","CH-06","SLU-15",42,47.618549,-122.317017,47.613628,-122.337341
"855","2nd Ave & Vine St","Dexter Ave N & Aloha St","BT-03","SLU-02",42,47.615829,-122.348564,47.627735,-122.342232
"856","6th Ave S & S King St","3rd Ave & Broad St","ID-04","BT-01",42,47.598488,-122.326412,47.618418,-122.350964
"857","Bellevue Ave & E Pine St","Summit Ave & E Denny Way","CH-12","CH-01",42,47.615456,-122.326729,47.618633,-122.325249
"858","City Hall / 4th Ave & James St","PATH / 9th Ave & Westlake Ave","CBD-07","SLU-07",42,47.603509,-122.330409,47.61832,-122.338913
"859","E Harrison St & Broadway Ave E","Lake Union Park / Valley St & Boren Ave N","CH-02","SLU-17",42,47.622063,-122.321251,47.626041,-122.335831
"860","Frye Art Museum / Terry Ave & Columbia St","3rd Ave & Broad St","FH-01","BT-01",42,47.607281,-122.324783,47.618418,-122.350964
"861","Frye Art Museum / Terry Ave & Columbia St","PATH / 9th Ave & Westlake Ave","FH-01","SLU-07",42,47.607281,-122.324783,47.61832,-122.338913
"862","Lake Union Park / Valley St & Boren Ave N","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","SLU-17","UW-10",42,47.626041,-122.335831,47.650725,-122.311188
"863","Republican St & Westlake Ave N","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","SLU-04","PS-05",42,47.623165,-122.338203,47.598994,-122.329684
"864","Summit Ave E & E Republican St","Eastlake Ave E & E Allison St","CH-03","EL-05",42,47.623367,-122.325279,47.64909,-122.322983
"865","12th Ave & E Mercer St","2nd Ave & Blanchard St","CH-15","BT-05",41,47.624142,-122.316811,47.61311,-122.344208
"866","12th Ave & E Mercer St","Summit Ave E & E Republican St","CH-15","CH-03",41,47.624142,-122.316811,47.623367,-122.325279
"867","2nd Ave & Pine St","E Pine St & 16th Ave","CBD-13","CH-07",41,47.610185,-122.339641,47.61533,-122.311752
"868","6th Ave S & S King St","Westlake Ave & 6th Ave","ID-04","SLU-15",41,47.598488,-122.326412,47.613628,-122.337341
"869","Eastlake Ave E & E Allison St","9th Ave N & Mercer St","EL-05","DPD-01",41,47.64909,-122.322983,47.624298,-122.339617
"870","Eastlake Ave E & E Allison St","E Harrison St & Broadway Ave E","EL-05","CH-02",41,47.64909,-122.322983,47.622063,-122.321251
"871","Pine St & 9th Ave","Dexter Ave N & Aloha St","SLU-16","SLU-02",41,47.613715,-122.331777,47.627735,-122.342232
"872","15th Ave NE & NE 40th St","NE 42nd St & University Way NE","UW-04","UD-02",40,47.65559,-122.31189,47.658288,-122.313334
"873","2nd Ave & Spring St","Bellevue Ave & E Pine St","CBD-06","CH-12",40,47.60595,-122.335768,47.615456,-122.326729
"874","2nd Ave & Vine St","City Hall / 4th Ave & James St","BT-03","CBD-07",40,47.615829,-122.348564,47.603509,-122.330409
"875","3rd Ave & Broad St","Terry Ave & Stewart St","BT-01","SLU-20",40,47.618418,-122.350964,47.61626,-122.333815
"876","Eastlake Ave E & E Allison St","NE 42nd St & University Way NE","EL-05","UD-02",40,47.64909,-122.322983,47.658288,-122.313334
"877","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","REI / Yale Ave N & John St","EL-01","SLU-01",40,47.627643,-122.332576,47.619859,-122.330304
"878","Harvard Ave & E Pine St","12th Ave & E Denny Way","CH-09","CH-06",40,47.615517,-122.322083,47.618549,-122.317017
"879","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Occidental Park / Occidental Ave S & S Washington St","PS-05","PS-04",40,47.598994,-122.329684,47.600757,-122.332946
"880","Occidental Park / Occidental Ave S & S Washington St","Pine St & 9th Ave","PS-04","SLU-16",40,47.600757,-122.332946,47.613715,-122.331777
"881","Occidental Park / Occidental Ave S & S Washington St","Summit Ave & E Denny Way","PS-04","CH-01",40,47.600757,-122.332946,47.618633,-122.325249
"882","Pier 69 / Alaskan Way & Clay St","City Hall / 4th Ave & James St","WF-01","CBD-07",40,47.614315,-122.354093,47.603509,-122.330409
"883","Republican St & Westlake Ave N","Occidental Park / Occidental Ave S & S Washington St","SLU-04","PS-04",40,47.623165,-122.338203,47.600757,-122.332946
"884","Seattle University / E Columbia St & 12th Ave","12th Ave & E Yesler Way","FH-04","CD-01",40,47.609239,-122.316651,47.602103,-122.316923
"885","Summit Ave & E Denny Way","Harvard Ave & E Pine St","CH-01","CH-09",40,47.618633,-122.325249,47.615517,-122.322083
"886","12th Ave & E Denny Way","12th Ave & E Yesler Way","CH-06","CD-01",39,47.618549,-122.317017,47.602103,-122.316923
"887","12th Ave & E Mercer St","15th Ave E & E Thomas St","CH-15","CH-05",39,47.624142,-122.316811,47.620712,-122.312805
"888","2nd Ave & Blanchard St","City Hall / 4th Ave & James St","BT-05","CBD-07",39,47.61311,-122.344208,47.603509,-122.330409
"889","6th Ave & Blanchard St","Dexter Ave & Denny Way","BT-04","SLU-18",39,47.616094,-122.341102,47.618285,-122.342205
"890","7th Ave & Union St","E Harrison St & Broadway Ave E","CBD-03","CH-02",39,47.610731,-122.332447,47.622063,-122.321251
"891","Bellevue Ave & E Pine St","Harvard Ave & E Pine St","CH-12","CH-09",39,47.615456,-122.326729,47.615517,-122.322083
"892","Cal Anderson Park / 11th Ave & Pine St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","CH-08","EL-01",39,47.615486,-122.318245,47.627643,-122.332576
"893","E Harrison St & Broadway Ave E","9th Ave N & Mercer St","CH-02","DPD-01",39,47.622063,-122.321251,47.624298,-122.339617
"894","Eastlake Ave E & E Allison St","Republican St & Westlake Ave N","EL-05","SLU-04",39,47.64909,-122.322983,47.623165,-122.338203
"895","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Key Arena / 1st Ave N & Harrison St","EL-01","SLU-19",39,47.627643,-122.332576,47.622277,-122.35523
"896","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","PATH / 9th Ave & Westlake Ave","PS-05","SLU-07",39,47.598994,-122.329684,47.61832,-122.338913
"897","NE 42nd St & University Way NE","Eastlake Ave E & E Allison St","UD-02","EL-05",39,47.658288,-122.313334,47.64909,-122.322983
"898","NE 42nd St & University Way NE","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UD-02","UW-10",39,47.658288,-122.313334,47.650725,-122.311188
"899","Pine St & 9th Ave","6th Ave & Blanchard St","SLU-16","BT-04",39,47.613715,-122.331777,47.616094,-122.341102
"900","REI / Yale Ave N & John St","12th Ave & NE Campus Pkwy","SLU-01","UD-04",39,47.619859,-122.330304,47.656395,-122.31562
"901","UW Intramural Activities Building","Eastlake Ave E & E Allison St","UW-07","EL-05",39,47.653713,-122.302162,47.64909,-122.322983
"902","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","15th Ave NE & NE 40th St","UW-10","UW-04",39,47.650725,-122.311188,47.65559,-122.31189
"903","12th Ave & E Mercer St","Summit Ave & E Denny Way","CH-15","CH-01",38,47.624142,-122.316811,47.618633,-122.325249
"904","12th Ave & E Yesler Way","City Hall / 4th Ave & James St","CD-01","CBD-07",38,47.602103,-122.316923,47.603509,-122.330409
"905","12th Ave & NE Campus Pkwy","Dexter Ave N & Aloha St","UD-04","SLU-02",38,47.656395,-122.31562,47.627735,-122.342232
"906","2nd Ave & Pine St","Summit Ave E & E Republican St","CBD-13","CH-03",38,47.610185,-122.339641,47.623367,-122.325279
"907","2nd Ave & Spring St","15th Ave E & E Thomas St","CBD-06","CH-05",38,47.60595,-122.335768,47.620712,-122.312805
"908","6th Ave & Blanchard St","E Blaine St & Fairview Ave E","BT-04","EL-03",38,47.616094,-122.341102,47.634831,-122.326634
"909","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","Burke Museum / E Stevens Way NE & Memorial Way NE","UD-01","UW-02",38,47.666145,-122.301491,47.659756,-122.310402
"910","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Pine St & 9th Ave","EL-01","SLU-16",38,47.627643,-122.332576,47.613715,-122.331777
"911","Frye Art Museum / Terry Ave & Columbia St","2nd Ave & Vine St","FH-01","BT-03",38,47.607281,-122.324783,47.615829,-122.348564
"912","NE 42nd St & University Way NE","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UD-02","UD-01",38,47.658288,-122.313334,47.666145,-122.301491
"913","PATH / 9th Ave & Westlake Ave","Terry Ave & Stewart St","SLU-07","SLU-20",38,47.61832,-122.338913,47.61626,-122.333815
"914","Summit Ave E & E Republican St","E Harrison St & Broadway Ave E","CH-03","CH-02",38,47.623367,-122.325279,47.622063,-122.321251
"915","15th Ave E & E Thomas St","Republican St & Westlake Ave N","CH-05","SLU-04",37,47.620712,-122.312805,47.623165,-122.338203
"916","2nd Ave & Blanchard St","Dexter Ave & Denny Way","BT-05","SLU-18",37,47.61311,-122.344208,47.618285,-122.342205
"917","2nd Ave & Vine St","Dexter Ave & Denny Way","BT-03","SLU-18",37,47.615829,-122.348564,47.618285,-122.342205
"918","3rd Ave & Broad St","Bellevue Ave & E Pine St","BT-01","CH-12",37,47.618418,-122.350964,47.615456,-122.326729
"919","6th Ave S & S King St","12th Ave & E Denny Way","ID-04","CH-06",37,47.598488,-122.326412,47.618549,-122.317017
"920","Cal Anderson Park / 11th Ave & Pine St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CH-08","WF-04",37,47.615486,-122.318245,47.607702,-122.34165
"921","Dexter Ave N & Aloha St","2nd Ave & Vine St","SLU-02","BT-03",37,47.627735,-122.342232,47.615829,-122.348564
"922","E Blaine St & Fairview Ave E","2nd Ave & Vine St","EL-03","BT-03",37,47.634831,-122.326634,47.615829,-122.348564
"923","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Dexter Ave & Denny Way","EL-01","SLU-18",37,47.627643,-122.332576,47.618285,-122.342205
"924","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","2nd Ave & Blanchard St","PS-05","BT-05",37,47.598994,-122.329684,47.61311,-122.344208
"925","Pier 69 / Alaskan Way & Clay St","Dexter Ave N & Aloha St","WF-01","SLU-02",37,47.614315,-122.354093,47.627735,-122.342232
"926","REI / Yale Ave N & John St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","SLU-01","PS-05",37,47.619859,-122.330304,47.598994,-122.329684
"927","UW McCarty Hall / Whitman Ct","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW-01","UD-01",37,47.660268,-122.304826,47.666145,-122.301491
"928","Westlake Ave & 6th Ave","E Pine St & 16th Ave","SLU-15","CH-07",37,47.613628,-122.337341,47.61533,-122.311752
"929","12th Ave & NE Campus Pkwy","UW McCarty Hall / Whitman Ct","UD-04","UW-01",36,47.656395,-122.31562,47.660268,-122.304826
"930","1st Ave & Marion St","Republican St & Westlake Ave N","CBD-05","SLU-04",36,47.604058,-122.3358,47.623165,-122.338203
"931","Bellevue Ave & E Pine St","Terry Ave & Stewart St","CH-12","SLU-20",36,47.615456,-122.326729,47.61626,-122.333815
"932","Eastlake Ave E & E Allison St","REI / Yale Ave N & John St","EL-05","SLU-01",36,47.64909,-122.322983,47.619859,-122.330304
"933","UW Engineering Library / E Stevens Way NE & Jefferson Rd","NE 47th St & 12th Ave NE","UW-06","UD-07",36,47.654613,-122.304863,47.663143,-122.315086
"934","15th Ave E & E Thomas St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CH-05","PS-05",35,47.620712,-122.312805,47.598994,-122.329684
"935","2nd Ave & Vine St","6th Ave S & S King St","BT-03","ID-04",35,47.615829,-122.348564,47.598488,-122.326412
"936","6th Ave & Blanchard St","Pine St & 9th Ave","BT-04","SLU-16",35,47.616094,-122.341102,47.613715,-122.331777
"937","Burke Museum / E Stevens Way NE & Memorial Way NE","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UW-02","UW-10",35,47.659756,-122.310402,47.650725,-122.311188
"938","City Hall / 4th Ave & James St","7th Ave & Union St","CBD-07","CBD-03",35,47.603509,-122.330409,47.610731,-122.332447
"939","E Pine St & 16th Ave","E Blaine St & Fairview Ave E","CH-07","EL-03",35,47.61533,-122.311752,47.634831,-122.326634
"940","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","6th Ave & Blanchard St","EL-01","BT-04",35,47.627643,-122.332576,47.616094,-122.341102
"941","Lake Union Park / Valley St & Boren Ave N","7th Ave & Union St","SLU-17","CBD-03",35,47.626041,-122.335831,47.610731,-122.332447
"942","Lake Union Park / Valley St & Boren Ave N","Pine St & 9th Ave","SLU-17","SLU-16",35,47.626041,-122.335831,47.613715,-122.331777
"943","Republican St & Westlake Ave N","Bellevue Ave & E Pine St","SLU-04","CH-12",35,47.623165,-122.338203,47.615456,-122.326729
"944","Summit Ave & E Denny Way","15th Ave E & E Thomas St","CH-01","CH-05",35,47.618633,-122.325249,47.620712,-122.312805
"945","Summit Ave E & E Republican St","12th Ave & NE Campus Pkwy","CH-03","UD-04",35,47.623367,-122.325279,47.656395,-122.31562
"946","UW Intramural Activities Building","UW McCarty Hall / Whitman Ct","UW-07","UW-01",35,47.653713,-122.302162,47.660268,-122.304826
"947","12th Ave & E Denny Way","REI / Yale Ave N & John St","CH-06","SLU-01",34,47.618549,-122.317017,47.619859,-122.330304
"948","12th Ave & E Denny Way","Summit Ave & E Denny Way","CH-06","CH-01",34,47.618549,-122.317017,47.618633,-122.325249
"949","12th Ave & E Mercer St","Eastlake Ave E & E Allison St","CH-15","EL-05",34,47.624142,-122.316811,47.64909,-122.322983
"950","2nd Ave & Blanchard St","Bellevue Ave & E Pine St","BT-05","CH-12",34,47.61311,-122.344208,47.615456,-122.326729
"951","2nd Ave & Vine St","Bellevue Ave & E Pine St","BT-03","CH-12",34,47.615829,-122.348564,47.615456,-122.326729
"952","7th Ave & Union St","Pine St & 9th Ave","CBD-03","SLU-16",34,47.610731,-122.332447,47.613715,-122.331777
"953","9th Ave N & Mercer St","1st Ave & Marion St","DPD-01","CBD-05",34,47.624298,-122.339617,47.604058,-122.3358
"954","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","NE 47th St & 12th Ave NE","UD-01","UD-07",34,47.666145,-122.301491,47.663143,-122.315086
"955","Cal Anderson Park / 11th Ave & Pine St","6th Ave & Blanchard St","CH-08","BT-04",34,47.615486,-122.318245,47.616094,-122.341102
"956","City Hall / 4th Ave & James St","Dexter Ave & Denny Way","CBD-07","SLU-18",34,47.603509,-122.330409,47.618285,-122.342205
"957","Dexter Ave & Denny Way","Occidental Park / Occidental Ave S & S Washington St","SLU-18","PS-04",34,47.618285,-122.342205,47.600757,-122.332946
"958","Dexter Ave N & Aloha St","15th Ave NE & NE 40th St","SLU-02","UW-04",34,47.627735,-122.342232,47.65559,-122.31189
"959","Eastlake Ave E & E Allison St","Westlake Ave & 6th Ave","EL-05","SLU-15",34,47.64909,-122.322983,47.613628,-122.337341
"960","Lake Union Park / Valley St & Boren Ave N","9th Ave N & Mercer St","SLU-17","DPD-01",34,47.626041,-122.335831,47.624298,-122.339617
"961","Occidental Park / Occidental Ave S & S Washington St","E Blaine St & Fairview Ave E","PS-04","EL-03",34,47.600757,-122.332946,47.634831,-122.326634
"962","Occidental Park / Occidental Ave S & S Washington St","PATH / 9th Ave & Westlake Ave","PS-04","SLU-07",34,47.600757,-122.332946,47.61832,-122.338913
"963","REI / Yale Ave N & John St","Pier 69 / Alaskan Way & Clay St","SLU-01","WF-01",34,47.619859,-122.330304,47.614315,-122.354093
"964","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","7th Ave & Union St","WF-04","CBD-03",34,47.607702,-122.34165,47.610731,-122.332447
"965","2nd Ave & Blanchard St","9th Ave N & Mercer St","BT-05","DPD-01",33,47.61311,-122.344208,47.624298,-122.339617
"966","6th Ave S & S King St","E Harrison St & Broadway Ave E","ID-04","CH-02",33,47.598488,-122.326412,47.622063,-122.321251
"967","7th Ave & Union St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","CBD-03","EL-01",33,47.610731,-122.332447,47.627643,-122.332576
"968","9th Ave N & Mercer St","Republican St & Westlake Ave N","DPD-01","SLU-04",33,47.624298,-122.339617,47.623165,-122.338203
"969","Bellevue Ave & E Pine St","Pier 69 / Alaskan Way & Clay St","CH-12","WF-01",33,47.615456,-122.326729,47.614315,-122.354093
"970","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","Lake Union Park / Valley St & Boren Ave N","UD-01","SLU-17",33,47.666145,-122.301491,47.626041,-122.335831
"971","City Hall / 4th Ave & James St","Republican St & Westlake Ave N","CBD-07","SLU-04",33,47.603509,-122.330409,47.623165,-122.338203
"972","Dexter Ave & Denny Way","1st Ave & Marion St","SLU-18","CBD-05",33,47.618285,-122.342205,47.604058,-122.3358
"973","E Pine St & 16th Ave","12th Ave & NE Campus Pkwy","CH-07","UD-04",33,47.61533,-122.311752,47.656395,-122.31562
"974","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","2nd Ave & Pine St","EL-01","CBD-13",33,47.627643,-122.332576,47.610185,-122.339641
"975","Frye Art Museum / Terry Ave & Columbia St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","FH-01","PS-05",33,47.607281,-122.324783,47.598994,-122.329684
"976","Frye Art Museum / Terry Ave & Columbia St","Seattle University / E Columbia St & 12th Ave","FH-01","FH-04",33,47.607281,-122.324783,47.609239,-122.316651
"977","NE 47th St & 12th Ave NE","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","UD-07","EL-01",33,47.663143,-122.315086,47.627643,-122.332576
"978","Pine St & 9th Ave","6th Ave S & S King St","SLU-16","ID-04",33,47.613715,-122.331777,47.598488,-122.326412
"979","Pine St & 9th Ave","City Hall / 4th Ave & James St","SLU-16","CBD-07",33,47.613715,-122.331777,47.603509,-122.330409
"980","Summit Ave E & E Republican St","Frye Art Museum / Terry Ave & Columbia St","CH-03","FH-01",33,47.623367,-122.325279,47.607281,-122.324783
"981","Summit Ave E & E Republican St","Lake Union Park / Valley St & Boren Ave N","CH-03","SLU-17",33,47.623367,-122.325279,47.626041,-122.335831
"982","Terry Ave & Stewart St","2nd Ave & Blanchard St","SLU-20","BT-05",33,47.61626,-122.333815,47.61311,-122.344208
"983","Union St & 4th Ave","Pier 69 / Alaskan Way & Clay St","CBD-04","WF-01",33,47.609221,-122.335596,47.614315,-122.354093
"984","15th Ave NE & NE 40th St","Lake Union Park / Valley St & Boren Ave N","UW-04","SLU-17",32,47.65559,-122.31189,47.626041,-122.335831
"985","2nd Ave & Pine St","Seattle University / E Columbia St & 12th Ave","CBD-13","FH-04",32,47.610185,-122.339641,47.609239,-122.316651
