"","from","to","freq"
"1956","SLU20","CH03",1
"1957","SLU20","CH05",3
"1958","SLU20","CH06",4
"1959","SLU20","CH07",9
"1960","SLU20","CH08",13
"1961","SLU20","CH09",18
"1962","SLU20","CH12",11
"1963","SLU20","DPD01",24
"1964","SLU20","EL01",4
"1965","SLU20","EL03",18
"1966","SLU20","EL05",13
"1967","SLU20","FH04",1
"1968","SLU20","ID04",9
"1969","SLU20","Pronto shop",4
"1970","SLU20","PS04",10
"1971","SLU20","PS05",12
"1972","SLU20","SLU01",98
"1973","SLU20","SLU02",95
"1974","SLU20","SLU04",98
"1975","SLU20","SLU07",46
"1976","SLU20","SLU15",44
"1977","SLU20","SLU16",11
"1978","SLU20","SLU17",22
"1979","SLU20","SLU18",27
"1980","SLU20","SLU19",11
"1981","SLU20","SLU20",46
"1982","SLU20","SLU21",1
"1983","SLU20","UD01",2
"1984","SLU20","UD02",1
"1985","SLU20","UD04",4
"1986","SLU20","UD07",1
"1987","SLU20","UW04",1
"1988","SLU20","UW10",3
"1989","SLU20","WF01",12
"1990","SLU20","WF04",6
"1991","SLU21","CBD04",1
"1992","SLU21","CBD06",1
"1993","SLU21","CBD07",1
"1994","SLU21","CBD13",5
"1995","SLU21","CH03",4
"1996","SLU21","CH15",2
"1997","SLU21","EL03",13
"1998","SLU21","EL05",5
"1999","SLU21","SLU01",1
"2000","SLU21","SLU02",2
"2001","SLU21","SLU04",3
"2002","SLU21","SLU07",5
"2003","SLU21","SLU15",2
"2004","SLU21","SLU16",4
"2005","SLU21","SLU17",9
"2006","SLU21","SLU18",7
"2007","SLU21","SLU19",5
"2008","SLU21","SLU20",1
"2009","SLU21","SLU21",5
"2010","SLU21","UD01",2
"2011","UD01","BT01",5
"2012","UD01","BT03",47
"2013","UD01","BT04",1
"2014","UD01","CBD03",3
"2015","UD01","CBD04",1
"2016","UD01","CBD13",9
"2017","UD01","CH02",3
"2018","UD01","CH03",1
"2019","UD01","CH05",5
"2020","UD01","CH06",2
"2021","UD01","CH07",1
"2022","UD01","CH08",3
"2023","UD01","CH09",4
"2024","UD01","CH12",4
"2025","UD01","DPD01",3
"2026","UD01","DPD03",235
"2027","UD01","EL01",13
"2028","UD01","EL03",13
"2029","UD01","EL05",65
"2030","UD01","PS04",3
"2031","UD01","PS05",1
"2032","UD01","SLU01",8
"2033","UD01","SLU02",16
"2034","UD01","SLU04",18
"2035","UD01","SLU07",2
"2036","UD01","SLU15",4
"2037","UD01","SLU16",2
"2038","UD01","SLU17",33
"2039","UD01","SLU18",4
"2040","UD01","SLU19",1
"2041","UD01","SLU20",1
"2042","UD01","UD01",509
"2043","UD01","UD02",24
"2044","UD01","UD04",105
"2045","UD01","UD07",34
"2046","UD01","UW01",17
"2047","UD01","UW02",38
"2048","UD01","UW04",198
"2049","UD01","UW06",102
"2050","UD01","UW07",133
"2051","UD01","UW10",95
"2052","UD01","WF01",1
"2053","UD02","BT01",6
"2054","UD02","BT03",6
"2055","UD02","BT04",5
"2056","UD02","BT05",2
"2057","UD02","CBD03",5
"2058","UD02","CBD06",5
"2059","UD02","CBD13",1
"2060","UD02","CD01",2
"2061","UD02","CH02",14
"2062","UD02","CH03",3
"2063","UD02","CH05",3
"2064","UD02","CH07",3
"2065","UD02","CH09",1
"2066","UD02","CH15",4
"2067","UD02","DPD01",13
"2068","UD02","DPD03",8
"2069","UD02","EL01",14
"2070","UD02","EL03",17
"2071","UD02","EL05",39
"2072","UD02","FH04",4
"2073","UD02","ID04",1
"2074","UD02","PS05",1
"2075","UD02","SLU01",11
"2076","UD02","SLU02",11
"2077","UD02","SLU04",5
"2078","UD02","SLU07",2
"2079","UD02","SLU15",5
"2080","UD02","SLU16",5
"2081","UD02","SLU17",28
"2082","UD02","SLU18",5
"2083","UD02","SLU19",4
"2084","UD02","SLU21",6
"2085","UD02","UD01",38
"2086","UD02","UD02",105
"2087","UD02","UD04",57
"2088","UD02","UD07",25
"2089","UD02","UW01",20
"2090","UD02","UW02",7
"2091","UD02","UW04",30
"2092","UD02","UW06",50
"2093","UD02","UW07",18
"2094","UD02","UW10",39
"2095","UD02","WF01",2
"2096","UD04","BT01",10
"2097","UD04","BT03",7
"2098","UD04","BT04",4
"2099","UD04","BT05",8
"2100","UD04","CBD03",13
"2101","UD04","CBD05",3
"2102","UD04","CBD06",9
"2103","UD04","CBD07",1
"2104","UD04","CBD13",7
"2105","UD04","CD01",3
"2106","UD04","CH01",3
"2107","UD04","CH02",30
"2108","UD04","CH03",10
"2109","UD04","CH05",11
"2110","UD04","CH06",5
"2111","UD04","CH07",18
"2112","UD04","CH08",10
"2113","UD04","CH09",4
"2114","UD04","CH12",3
"2115","UD04","CH15",11
"2116","UD04","DPD01",29
"2117","UD04","DPD03",50
"2118","UD04","EL01",43
"2119","UD04","EL03",90
"2120","UD04","EL05",128
"2121","UD04","PS04",2
"2122","UD04","SLU01",19
"2123","UD04","SLU02",38
"2124","UD04","SLU04",17
"2125","UD04","SLU07",8
"2126","UD04","SLU15",9
"2127","UD04","SLU16",3
"2128","UD04","SLU17",81
"2129","UD04","SLU18",12
"2130","UD04","SLU19",10
"2131","UD04","SLU20",2
"2132","UD04","SLU21",1
"2133","UD04","UD01",98
"2134","UD04","UD02",29
"2135","UD04","UD04",393
"2136","UD04","UD07",75
"2137","UD04","UW01",36
"2138","UD04","UW02",17
"2139","UD04","UW04",55
"2140","UD04","UW06",315
"2141","UD04","UW07",90
"2142","UD04","UW10",73
"2143","UD04","WF01",8
"2144","UD04","WF04",3
"2145","UD07","BT01",2
"2146","UD07","BT03",1
"2147","UD07","BT04",1
"2148","UD07","BT05",1
"2149","UD07","CBD03",4
"2150","UD07","CBD05",2
"2151","UD07","CBD06",1
"2152","UD07","CBD13",5
"2153","UD07","CH01",7
"2154","UD07","CH02",8
"2155","UD07","CH03",5
"2156","UD07","CH05",6
"2157","UD07","CH07",5
"2158","UD07","CH08",1
"2159","UD07","CH09",1
"2160","UD07","CH12",2
"2161","UD07","CH15",1
"2162","UD07","DPD01",2
"2163","UD07","DPD03",21
"2164","UD07","EL01",33
"2165","UD07","EL03",45
"2166","UD07","EL05",75
"2167","UD07","FH04",3
"2168","UD07","SLU01",12
"2169","UD07","SLU02",12
"2170","UD07","SLU04",16
"2171","UD07","SLU07",3
"2172","UD07","SLU15",3
"2173","UD07","SLU17",21
"2174","UD07","SLU18",15
"2175","UD07","SLU19",14
"2176","UD07","SLU20",8
"2177","UD07","UD01",66
"2178","UD07","UD02",25
"2179","UD07","UD04",178
"2180","UD07","UD07",223
"2181","UD07","UW01",25
"2182","UD07","UW02",134
"2183","UD07","UW04",65
"2184","UD07","UW06",89
"2185","UD07","UW07",46
"2186","UD07","UW10",92
"2187","UD07","WF01",2
"2188","UD07","WF04",5
"2189","UW01","CH02",1
"2190","UW01","CH06",1
"2191","UW01","CH15",1
"2192","UW01","DPD03",5
"2193","UW01","EL01",2
"2194","UW01","EL03",2
"2195","UW01","EL05",5
"2196","UW01","SLU04",1
"2197","UW01","SLU07",2
"2198","UW01","SLU17",5
"2199","UW01","SLU18",1
"2200","UW01","UD01",37
"2201","UW01","UD02",8
"2202","UW01","UD04",26
"2203","UW01","UD07",13
"2204","UW01","UW01",30
"2205","UW01","UW02",23
"2206","UW01","UW04",90
"2207","UW01","UW06",196
"2208","UW01","UW07",22
"2209","UW01","UW10",4
"2210","UW02","BT01",6
"2211","UW02","BT03",1
"2212","UW02","BT05",1
"2213","UW02","CBD03",3
"2214","UW02","CBD05",1
"2215","UW02","CBD06",13
"2216","UW02","CBD13",1
"2217","UW02","CH02",4
"2218","UW02","CH05",1
"2219","UW02","CH06",1
"2220","UW02","CH07",1
"2221","UW02","CH08",1
"2222","UW02","CH12",2
"2223","UW02","CH15",2
"2224","UW02","DPD01",8
"2225","UW02","DPD03",15
"2226","UW02","EL01",14
"2227","UW02","EL03",22
"2228","UW02","EL05",21
"2229","UW02","PS04",1
"2230","UW02","SLU01",3
"2231","UW02","SLU02",6
"2232","UW02","SLU04",2
"2233","UW02","SLU07",3
"2234","UW02","SLU15",10
"2235","UW02","SLU17",13
"2236","UW02","SLU20",2
"2237","UW02","UD01",121
"2238","UW02","UD02",31
"2239","UW02","UD04",50
"2240","UW02","UD07",78
"2241","UW02","UW01",56
"2242","UW02","UW02",250
"2243","UW02","UW04",56
"2244","UW02","UW06",156
"2245","UW02","UW07",86
"2246","UW02","UW10",35
"2247","UW02","WF01",4
"2248","UW02","WF04",4
"2249","UW04","BT01",10
"2250","UW04","BT03",2
"2251","UW04","BT04",1
"2252","UW04","BT05",1
"2253","UW04","CBD03",2
"2254","UW04","CBD06",22
"2255","UW04","CBD07",2
"2256","UW04","CBD13",9
"2257","UW04","CH01",3
"2258","UW04","CH02",19
"2259","UW04","CH03",3
"2260","UW04","CH05",7
"2261","UW04","CH06",2
"2262","UW04","CH07",6
"2263","UW04","CH09",3
"2264","UW04","CH12",6
"2265","UW04","CH15",4
"2266","UW04","DPD01",15
"2267","UW04","DPD03",49
"2268","UW04","EL01",26
"2269","UW04","EL03",60
"2270","UW04","EL05",200
"2271","UW04","ID04",1
"2272","UW04","PS04",3
"2273","UW04","SLU01",11
"2274","UW04","SLU02",22
"2275","UW04","SLU04",12
"2276","UW04","SLU07",5
"2277","UW04","SLU15",16
"2278","UW04","SLU16",9
"2279","UW04","SLU17",32
"2280","UW04","SLU18",8
"2281","UW04","SLU19",9
"2282","UW04","SLU21",2
"2283","UW04","UD01",182
"2284","UW04","UD02",40
"2285","UW04","UD04",46
"2286","UW04","UD07",45
"2287","UW04","UW01",22
"2288","UW04","UW02",28
"2289","UW04","UW04",187
"2290","UW04","UW06",82
"2291","UW04","UW07",73
"2292","UW04","UW10",71
"2293","UW04","WF01",6
"2294","UW04","WF04",9
"2295","UW06","BT01",4
"2296","UW06","BT04",1
"2297","UW06","CBD03",2
"2298","UW06","CBD13",1
"2299","UW06","CH03",1
"2300","UW06","CH05",1
"2301","UW06","CH07",7
"2302","UW06","CH08",1
"2303","UW06","CH15",4
"2304","UW06","DPD01",3
"2305","UW06","DPD03",25
"2306","UW06","EL01",4
"2307","UW06","EL03",13
"2308","UW06","EL05",51
"2309","UW06","SLU02",6
"2310","UW06","SLU04",1
"2311","UW06","SLU07",1
"2312","UW06","SLU16",3
"2313","UW06","SLU17",10
"2314","UW06","SLU19",4
"2315","UW06","SLU20",2
"2316","UW06","UD01",210
"2317","UW06","UD02",81
"2318","UW06","UD04",208
"2319","UW06","UD07",36
"2320","UW06","UW01",163
"2321","UW06","UW02",115
"2322","UW06","UW04",179
"2323","UW06","UW06",108
"2324","UW06","UW07",74
"2325","UW06","UW10",53
"2326","UW07","CBD03",5
"2327","UW07","CBD13",4
"2328","UW07","CH02",6
"2329","UW07","CH03",3
"2330","UW07","CH05",7
"2331","UW07","CH06",1
"2332","UW07","CH07",3
"2333","UW07","CH09",1
"2334","UW07","CH12",3
"2335","UW07","CH15",3
"2336","UW07","DPD01",4
"2337","UW07","DPD03",61
"2338","UW07","EL01",7
"2339","UW07","EL03",11
"2340","UW07","EL05",39
"2341","UW07","FH04",2
"2342","UW07","PS04",1
"2343","UW07","PS05",1
"2344","UW07","SLU01",1
"2345","UW07","SLU02",1
"2346","UW07","SLU07",2
"2347","UW07","SLU15",1
"2348","UW07","SLU16",2
"2349","UW07","SLU17",5
"2350","UW07","SLU18",5
"2351","UW07","UD01",194
"2352","UW07","UD02",19
"2353","UW07","UD04",89
"2354","UW07","UD07",28
"2355","UW07","UW01",35
"2356","UW07","UW02",23
"2357","UW07","UW04",98
"2358","UW07","UW06",23
"2359","UW07","UW07",122
"2360","UW07","UW10",63
"2361","UW07","WF04",1
"2362","UW10","BT03",2
"2363","UW10","CBD05",1
"2364","UW10","CBD13",11
"2365","UW10","CH01",4
"2366","UW10","CH02",11
"2367","UW10","CH03",9
"2368","UW10","CH05",11
"2369","UW10","CH08",2
"2370","UW10","CH09",16
"2371","UW10","CH12",30
"2372","UW10","CH15",3
"2373","UW10","DPD01",3
"2374","UW10","DPD03",24
"2375","UW10","EL01",17
"2376","UW10","EL03",29
"2377","UW10","EL05",78
"2378","UW10","SLU01",7
"2379","UW10","SLU02",30
"2380","UW10","SLU04",10
"2381","UW10","SLU07",3
"2382","UW10","SLU15",4
"2383","UW10","SLU16",1
"2384","UW10","SLU17",32
"2385","UW10","SLU18",3
"2386","UW10","SLU20",1
"2387","UW10","UD01",73
"2388","UW10","UD02",21
"2389","UW10","UD04",63
"2390","UW10","UD07",32
"2391","UW10","UW01",12
"2392","UW10","UW02",14
"2393","UW10","UW04",39
"2394","UW10","UW06",22
"2395","UW10","UW07",62
"2396","UW10","UW10",156
"2397","UW10","WF01",4
"2398","UW10","WF04",1
"2399","WF01","BT01",243
"2400","WF01","BT03",64
"2401","WF01","BT04",18
"2402","WF01","BT05",89
"2403","WF01","CBD03",81
"2404","WF01","CBD04",12
"2405","WF01","CBD05",482
"2406","WF01","CBD06",137
"2407","WF01","CBD07",40
"2408","WF01","CBD13",240
"2409","WF01","CD01",14
"2410","WF01","CH01",1
"2411","WF01","CH03",3
"2412","WF01","CH05",3
"2413","WF01","CH07",1
"2414","WF01","CH09",5
"2415","WF01","CH12",7
"2416","WF01","DPD01",21
"2417","WF01","EL01",1
"2418","WF01","EL03",2
"2419","WF01","EL05",14
"2420","WF01","FH01",2
"2421","WF01","FH04",5
"2422","WF01","ID04",26
"2423","WF01","PS04",277
"2424","WF01","PS05",465
"2425","WF01","SLU01",16
"2426","WF01","SLU02",37
"2427","WF01","SLU04",7
"2428","WF01","SLU07",15
"2429","WF01","SLU15",52
"2430","WF01","SLU16",30
"2431","WF01","SLU17",50
"2432","WF01","SLU18",29
"2433","WF01","SLU19",237
"2434","WF01","SLU20",2
"2435","WF01","UD01",2
"2436","WF01","UD02",1
"2437","WF01","UD04",13
"2438","WF01","UD07",3
"2439","WF01","UW02",1
"2440","WF01","UW04",10
"2441","WF01","UW10",8
"2442","WF01","WF01",2615
"2443","WF01","WF04",1361
"2444","WF04","BT01",285
"2445","WF04","BT03",61
"2446","WF04","BT04",4
"2447","WF04","BT05",69
"2448","WF04","CBD03",34
"2449","WF04","CBD04",4
"2450","WF04","CBD05",146
"2451","WF04","CBD06",59
"2452","WF04","CBD07",30
"2453","WF04","CBD13",74
"2454","WF04","CD01",2
"2455","WF04","CH01",2
"2456","WF04","CH03",3
"2457","WF04","CH05",1
"2458","WF04","CH06",1
"2459","WF04","CH08",6
"2460","WF04","CH09",3
"2461","WF04","CH12",10
"2462","WF04","CH15",1
"2463","WF04","DPD01",11
"2464","WF04","EL01",3
"2465","WF04","EL03",5
"2466","WF04","EL05",2
"2467","WF04","FH01",8
"2468","WF04","FH04",2
"2469","WF04","ID04",67
"2470","WF04","PS04",239
"2471","WF04","PS05",144
"2472","WF04","SLU01",9
"2473","WF04","SLU02",28
"2474","WF04","SLU04",4
"2475","WF04","SLU07",15
"2476","WF04","SLU15",44
"2477","WF04","SLU16",14
"2478","WF04","SLU17",9
"2479","WF04","SLU18",29
"2480","WF04","SLU19",132
"2481","WF04","SLU20",4
"2482","WF04","UD02",4
"2483","WF04","UD04",4
"2484","WF04","UD07",1
"2485","WF04","UW04",1
"2486","WF04","UW07",1
"2487","WF04","UW10",2
"2488","WF04","WF01",955
"2489","WF04","WF04",629
